X,Y,Z,Collision_state
-0.23401215672493,-0.044747233390808,0.1866257339716,0
0.080549731850624,-0.18458370864391,0.22879189252853,1
0.020785957574844,0.28563377261162,0.064171679317951,0
-0.040451694279909,0.11351042240858,0.062247402966022,0
0.045613083988428,0.15231135487556,0.11715633422136,0
0.1515885591507,-0.11453600227833,0.32683104276657,1
0.081355385482311,0.031802296638489,0.20782542228699,0
-0.22370089590549,-0.26821655035019,0.27747941017151,0
0.1818687915802,0.21127744019032,0.058515533804893,1
-0.10836815834045,-0.0020475387573242,0.55057460069656,1
-0.11276276409626,-0.055389910936356,0.1318531781435,0
-0.19359517097473,0.09544150531292,0.39466753602028,1
0.16036473214626,0.36493736505508,0.19119912385941,1
0.032995205372572,0.1228513866663,0.20710891485214,0
-0.18092119693756,-0.22525525093079,0.54876726865768,1
-0.26950335502625,0.10463856160641,0.23943018913269,1
0.15208697319031,0.12878397107124,0.10003569722176,0
0.2141989171505,0.088174000382423,0.59120482206345,1
0.0064558126032352,0.18450620770454,0.49919426441193,1
-0.090050704777241,0.31321969628334,0.52227747440338,1
-0.19905562698841,0.095201671123505,0.13377693295479,0
-0.33668610453606,-0.3317383825779,0.09109054505825,0
0.1098697334528,-0.11645862460136,0.46986842155457,1
0.1061802059412,-0.20450896024704,0.53817558288574,1
-0.0016586221754551,0.1243733689189,0.56210672855377,1
0.1539765894413,-0.38787797093391,0.24049878120422,1
-0.089362293481827,0.24151304364204,0.14837595820427,0
-0.105149269104,-0.07362424582243,0.18953396379948,0
0.33558690547943,0.15070702135563,0.42154055833817,1
0.068932913243771,0.11280831694603,0.091059550642967,0
-0.070415452122688,-0.18111896514893,0.083304859697819,0
-0.31466698646545,0.083276398479939,0.13287302851677,0
0.056456759572029,-0.026220053434372,0.26061642169952,1
-0.039217017591,0.13570089638233,0.047621749341488,0
0.24831469357014,-0.26677620410919,0.42381066083908,1
-0.090069249272346,-0.18487441539764,0.58772307634354,1
-0.10696238279343,0.40807214379311,0.14760717749596,1
-0.15996639430523,0.14839653670788,0.1123895868659,0
0.1854771822691,0.31344109773636,0.27098155021667,0
-0.12212242931128,-0.059389159083366,0.3300279378891,1
-0.10548457503319,0.18042349815369,0.37558972835541,1
0.12127982079983,-0.24956963956356,0.49427497386932,1
0.20920500159264,0.16871848702431,0.27948114275932,1
-0.033286839723587,-0.067525304853916,0.32204836606979,1
0.38174498081207,0.18105289340019,0.062053076922894,1
-0.02725837752223,0.068814098834991,0.33229920268059,1
0.024707660079002,0.35806414484978,0.51577210426331,1
-0.0014466643333435,0.36711353063583,0.30511349439621,1
0.33127975463867,-0.026028458029032,0.19394086301327,1
-0.070236623287201,0.31655102968216,0.37344270944595,1
-0.20803773403168,0.042245540767908,0.27529987692833,1
-0.24360512197018,0.090133629739285,0.016075298190117,0
0.061072029173374,0.35275954008102,0.08485185354948,0
-0.3397798538208,-0.015925318002701,0.31113332509995,1
0.099745243787766,0.16776461899281,0.25634294748306,0
-0.43818432092667,0.25260818004608,0.43135151267052,0
-0.011122051626444,0.12939088046551,0.46041041612625,1
0.01295480132103,-0.20123608410358,0.0096651902422309,0
-0.01041511259973,0.073430851101875,0.28033590316772,1
0.0033728405833244,0.11642064154148,0.074575930833817,1
-0.10427437722683,0.063603922724724,0.44433730840683,1
-0.055322103202343,0.1250109821558,0.61499321460724,1
-0.28913000226021,-0.13197869062424,0.36401009559631,1
-0.09499704092741,0.042000100016594,0.34003448486328,1
-0.074979916214943,-0.020156130194664,0.307835906744,1
0.16172295808792,0.069581963121891,0.13043142855167,0
-0.060316521674395,0.053712036460638,0.063521690666676,0
-0.16943299770355,0.030475877225399,0.29296693205833,1
0.26098746061325,-0.40027207136154,0.3322075009346,1
0.10967088490725,-0.018892152234912,0.29876479506493,1
-0.31115460395813,-0.018462685868144,0.063417539000511,0
0.15689989924431,0.42616724967957,0.49649149179459,1
